id,tipo,nombre,lat,lng,ciudad,pais,estado,categorias,telefono,descripcion,fuente,fuente_url,actualizado_en
2bdf5018-cc03-4bd2-ba71-1ba3f7505eb1,acopio,Centro de acopio Cedritos (Autopista Norte # 146-57),4.727127,-74.038997,Bogotá,Colombia,abierto,,,,@funjuntossepuede,https://acopiove.org,2026-06-27T19:57:01.232Z
9a24594c-a366-4485-9d92-064ea3323071,acopio,Centro de acopio Usaquén (Cra 8 # 127-76),4.704595,-74.036273,Bogotá,Colombia,abierto,,,,@funjuntossepuede,https://acopiove.org,2026-06-27T19:57:01.232Z
03a0b9ab-ee9d-4fc3-96b1-55aafa0b98e8,acopio,Fundación Mahuampi (Fontibón),4.688383,-74.148592,Bogotá,Colombia,abierto,,Gustavo Gelves · 3227683589,,@funjuntossepuede,https://acopiove.org,2026-06-27T19:57:01.232Z
45291146-e8b8-4e4c-8db2-f075632948be,acopio,Full Arepa,34.0456,-118.2526,Los Ángeles,Estados Unidos,abierto,,+1 (213) 518-4102,Reciben ayuda humanitaria hasta el martes.,@JulietaOsorior,https://acopiove.org,2026-06-27T21:13:20.543Z
bd1fbb6e-fa89-4042-baad-c6f18119c280,acopio,Hermandad Gallega Valencia,10.2183,-68.0064,Valencia,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@exitos991 & @lamega967,https://acopiove.org,2026-06-25T23:51:30.447Z
961ba4cb-3c43-4aba-a1a5-06a298ff583e,acopio,Casa Machi Espacio Cultural,8.5922496,-71.1414354,Mérida,Venezuela,abierto,Ropa|Frazadas|Medicamentos|Higiene personal|Artículos de bebé|Pañales,+584126612810,,@merida_sorora,https://acopiove.org,2026-06-28T00:12:33.785Z
69fe1ba4-f1f8-44f0-8cff-a44300b2d7d0,acopio,Parque Metropolitano de San Diego,10.2272,-67.9617,San Diego,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@exitos991 & @lamega967,https://acopiove.org,2026-06-25T23:51:30.521Z
ab0a6585-6587-4391-b913-07e544c47bd4,acopio,G3 Logística - San Diego,10.1901,-67.9754,San Diego,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@exitos991 & @lamega967,https://acopiove.org,2026-06-25T23:51:30.526Z
b1cfb280-2f3a-4ab8-a4b5-e14feef32c87,acopio,Centro de Acopio Los Guayos - Elevado La Vivienda,10.178,-67.9372,Los Guayos,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@exitos991 & @lamega967,https://acopiove.org,2026-06-25T23:51:30.532Z
e60b0fa1-7227-402b-8e2a-6341b9681b4b,acopio,Centro de Acopio Chicago - West Zone,41.928,-87.7485,Chicago,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,872-346-2842,,Comunidad Activa,https://acopiove.org,2026-06-26T00:48:23.157Z
b2b932a7-7d4d-4f74-b52a-609656f86407,acopio,Supermercados Riba Smith,8.9772905,-79.5303276,Ciudad de Panamá,Panamá,abierto,Agua embotellada|alimentos no perecederos|productos de higiene,https://www.instagram.com/p/DaA4aGqRgwX/?igsh=ODFyaWkwMXlqMThw,,RefugioVE (https://refugio-ve.vercel.app),https://acopiove.org,2026-06-26T06:23:17.758Z
99efafc0-c131-4dc9-8b4e-a8471406c806,acopio,Comando ConVzla — Barinas Capital,8.6257,-70.2177,Barinas,Venezuela,abierto,agua|alimentos|medicinas|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.047Z
00b263f8-b838-465e-8c42-fb55c500d553,acopio,All for Vzla · Florida,27.7567667,-81.4639835,Pembroke Pines,Estados Unidos,abierto,Medicamentos e insumos médicos|Insumos de pirmeros auxilios|alimentos no perecederos|linternas|pilas,Mayra Marchan 305-588-0338 https://www.instagram.com/p/DZ_cLtxuR0O/?igsh=MWdkcHdqZXVvYW96Zg==,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-25T20:28:15.596Z
fdc5245f-ace0-4c29-bfb9-3adf6d7ef710,acopio,Comando Con Venezuela · Barinas,7.8145169,-71.1811441,Santa Bárbara de Barinas,Venezuela,abierto,Agua|alimentos no perecederos|insumos médicos|ropa y abrigos.,0424714 10 72 — 0424 7463080,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-25T20:28:14.773Z
d964e51d-402a-4c6a-9415-33bce68db245,acopio,La Francia Joyería,33.0235,-96.8252,Dallas,Estados Unidos,abierto,,,,@JulietaOsorior,https://acopiove.org,2026-06-26T05:34:27.681Z
10beade7-44e8-43b5-a773-5c6f6f4eb902,refugio,Estadio Chato Candela,10.5060415,-66.945003,Caracas,Venezuela,abierto,,,,RefugioVE (https://refugio-ve.vercel.app),https://acopiove.org,2026-06-26T06:10:39.761Z
325b92f3-4c63-476f-bc4a-f5ae2f278a3f,acopio,Korea Japón Motors,10.6616,-71.6014,Maracaibo,Venezuela,abierto,Agua Potable|Alimentos no Perecederos|Ropa/Zapatos|Cobijas|Medicamentos|Primeros Auxilios|Higiene Personal,,,RefugioVE (https://refugio-ve.vercel.app),https://acopiove.org,2026-06-26T06:19:35.787Z
2442fe53-2b7d-4ff8-9e11-7ab40fd7f323,acopio,Fundación Cruz Azul — Fitness Factory Los Palos Grandes,10.5026,-66.8466,Caracas,Venezuela,abierto,medicinas,https://www.instagram.com/cruzazulusm,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.202Z
d3ae280d-ba07-4947-8219-d9af9feb08fb,acopio,Centro de Acopio Bloque Histórico Popular (CEPROI),10.5054,-66.9475,Caracas,Venezuela,abierto,alimentos,Inyerber Gutiérrez +58 412-3799207,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.208Z
86d76f2b-345c-4eed-a9da-f672593bed0a,acopio,Colegio Cristo Rey Altamira,10.47076,-66.83726,Caracas,Venezuela,abierto,alimentos|medicamentos,Sin telefono,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-27T08:41:05.259Z
d723dbac-fb8a-4c05-9a2a-7512c5fcc7fe,acopio,Alcaldía de Chacao — Sede Desarrollo Social,10.4898,-66.8552,Caracas,Venezuela,abierto,agua|alimentos|ropa,0424 128 59 89 / 0424 204 22 53,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.212Z
5aeb682b-7c6e-437a-89fa-7eb78b4fdacc,acopio,Chef Margaro — Los Jardines,10.5005,-66.8758,Caracas,Venezuela,abierto,agua|alimentos|medicinas,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.220Z
3e89c778-392e-4db8-bf00-e0997f8d739b,acopio,G3 Logística — Los Cortijos de Lourdes,10.4809,-66.8279,Caracas,Venezuela,abierto,alimentos|agua|medicinas|higiene|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.224Z
72bbcc72-ad0f-4cc9-95d5-276aeb71e6f0,acopio,Colegio Mater Salvatoris — Cerro Quintero,10.4853,-66.8661,Caracas,Venezuela,abierto,alimentos|medicinas|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.228Z
5883e8ce-aede-45e4-a060-51d9ded06423,acopio,Alcaldía de Baruta — Concha Acústica de Bello Monte,10.4732,-66.851,Caracas,Venezuela,abierto,alimentos|agua|medicinas|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.233Z
312821ce-8292-4309-b225-1d11c751240c,acopio,FCU-UCV — Sede Universitaria,10.4918,-66.8889,Caracas,Venezuela,abierto,agua|alimentos|medicinas|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.237Z
b4200bda-de00-4edc-9cbf-b1ef4d119ecd,acopio,Centro de Acopio El Hatillo — Vía La Unión,10.4185,-66.8212,El Hatillo,Venezuela,abierto,alimentos|medicinas,04142384085,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.240Z
45bb459d-1b5d-44b7-822f-94203814d942,acopio,Av. Principal Playa Grande — DIP / PNB,10.596,-66.933,La Guaira,Venezuela,abierto,agua|alimentos|higiene|medicinas|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.243Z
fe3df718-73fe-461c-9fff-e229e5e699cd,acopio,CC Santa Eulalia — Exq. Brill Panadería,10.1558,-64.6799,Barcelona,Venezuela,abierto,alimentos|ropa|medicinas|higiene,https://www.instagram.com/stories/exqbrill/,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.247Z
0935e434-5352-4e05-9daa-0fa8b72bbae9,acopio,Centro Sirio Venezolano — Puerto La Cruz,10.2025,-64.6634,Puerto La Cruz,Venezuela,abierto,alimentos|medicinas,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.251Z
69779f79-32a9-4ffd-afc3-e3210bc8e8bd,acopio,Torre Promotora Paraíso — Maracaibo,10.6545,-71.6351,Maracaibo,Venezuela,abierto,medicinas|agua|alimentos|higiene|ropa,@torrepromotoraparaisomcbo,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.254Z
89636230-a938-4489-81de-32d0ffd85e1d,acopio,Cáritas Venezuela — Catedral Nuestra Sra del Carmen,9.7452,-63.1723,Maturín,Venezuela,abierto,alimentos|agua|medicinas,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.267Z
1847415f-95c4-4083-aa0b-733244785341,acopio,Movimiento Estudiantil VEN UNETE — UNET San Cristóbal,7.7955,-72.1995,San Cristóbal,Venezuela,abierto,alimentos|agua|medicinas|ropa,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.271Z
faa13d0b-3f73-4738-868f-935365d6c81a,acopio,G3 Logística — Zona Industrial II Barquisimeto,10.0797,-69.3726,Barquisimeto,Venezuela,abierto,agua|alimentos|ropa|medicinas|higiene,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.276Z
40d739ce-0d1f-4118-9581-7a18cb15242e,acopio,"Punto de Acopio — Hotel Costa Sol, Cabimas",10.4012,-71.4545,Cabimas,Venezuela,abierto,alimentos|higiene|medicinas|ropa|agua,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.282Z
b33e0c70-f81c-4c6b-a804-05f112c74843,acopio,Punto de Acopio — Corpoelec Cabimas,10.4084,-71.442,Cabimas,Venezuela,abierto,alimentos|higiene|medicinas|ropa|agua,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.287Z
b19fbc28-a39d-42db-a5f0-db3837629490,acopio,"Punto de Acopio — CC Borjas / Xtrema 98.9FM, Cabimas",10.3986,-71.4582,Cabimas,Venezuela,abierto,alimentos|higiene|medicinas|ropa|agua,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.290Z
298362c4-8d85-464e-a15d-0190ed1f31ac,acopio,Centro de Estudiantes de Veterinaria UCV — Maracay,10.2558,-67.5912,Maracay,Venezuela,abierto,alimentos|agua|medicinas|ropa|higiene,,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.293Z
812ef3f3-8eb8-42df-9690-30329e18ba4a,acopio,"RELEVECA — CC Reycall, Ciudad Ojeda",10.1893,-71.312,Ciudad Ojeda,Venezuela,abierto,higiene|ropa|alimentos|medicinas,04122581233 / 04246302640,,@marielozadab / @nathaliesayago,https://acopiove.org,2026-06-26T01:38:24.306Z
46be5080-5bf3-408d-bdfb-aa2df8cbdec0,acopio,Antiguo restaurante El Oeste,9.7422774,-63.1888854,Maturín,Venezuela,abierto,Agua|alimentos no perecederos|insumos médicos|ropa y abrigos.,,,@Eldiario · @marielozadab / @nathaliesayago · @JulietaOsorior,https://acopiove.org,2026-06-25T20:28:15.052Z
71746740-38d0-4b9f-bb59-1032f15ae401,acopio,Centro de Acopio Carmel,39.954,-86.178,Carmel,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.282Z
b6435607-7e69-4f25-b28a-a0b542965693,acopio,Estación Metro San Javier,6.2569996,-75.6139695,Medellín,Colombia,abierto,,319 2659059,,@JulietaOsorior,https://acopiove.org,2026-06-26T09:28:27.611Z
189c7ef4-b3ef-4c30-bc4b-fa8cbe330adc,acopio,Centro de Acopio Guayaquil - Chamos Burger,-2.16245,-79.91423,Guayaquil,Ecuador,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@convzlaecuador · @JulietaOsorior,https://acopiove.org,2026-06-25T23:53:16.324Z
62845f7e-5f07-4ef7-86b2-c0d7ff3df33f,acopio,Centro de Acopio Indianápolis - Iowa St,39.7368,-86.1158,Indianapolis,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,Chrisbell Pistone - 317-441-0771,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.260Z
a81105ca-7ba6-450f-b923-a7a9cca38ff9,acopio,Centro de Acopio Avon,39.756,-86.394,Avon,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,Chrisbell Pistone - 317-441-0771,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.265Z
7975b941-efc4-44dc-bf51-60d67d993705,acopio,Centro de Acopio Lebanon,40.045,-86.467,Lebanon,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.270Z
b86748bc-0a04-47bf-814e-96e903f6dbe7,acopio,Centro de Acopio Westfield - Red Habanero,40.0601,-86.1306,Westfield,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.275Z
b4550fd3-9813-407a-b507-25845014a3a9,acopio,Centro de Acopio Montería - San Miguel,8.756,-75.897,Montería,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.298Z
353295d7-2e66-4149-afa4-eb61940abc79,acopio,Centro de Acopio Cúcuta - CC Gran Sam,7.889,-72.502,Cúcuta,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.303Z
b098ff66-3cdb-4bf1-8c3c-f758c5b0a227,acopio,Centro de Acopio Cúcuta - Barrio Lleras,7.8968,-72.5014,Cúcuta,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.312Z
640a5966-96d3-4ada-b4d0-5d8fb3f75a61,acopio,Centro de Acopio Medellín - I.E. Héctor Abad Gómez,6.2453,-75.56,Medellín,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.318Z
8c782064-dc6f-4d70-837b-096eaf721435,acopio,Centro de Acopio Maicao - Celumaicao,11.3789,-72.2485,Maicao,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.322Z
267642b8-96c3-432e-aba2-69753c94dc96,acopio,Centro de Acopio Santa Marta - Parque La Tenería,11.233,-74.215,Santa Marta,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.328Z
eb10b525-4557-4ca1-ad19-affb2fe96f5a,acopio,Centro de Acopio Bucaramanga - San Francisco,7.132,-73.125,Bucaramanga,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.331Z
931af149-71f0-424d-8744-ba6d7254e717,acopio,Centro de Acopio Cali - Comuneros II,3.425,-76.492,Cali,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.336Z
a088768f-fd9d-4afe-a81f-aa465b151fdf,acopio,Centro de Acopio Cali - Valle del Lili,3.38,-76.51,Cali,Colombia,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.339Z
ed106215-482e-4673-8695-99517782d952,acopio,Centro de Acopio Quito - Aucas,-0.2789,-78.5462,Quito,Ecuador,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior,https://acopiove.org,2026-06-26T00:44:20.353Z
